Q1_A,Q1_B,Q1_C,Q1_D,Q1_E,Q1_F,Q1_G,Q1_H,Q1_I,Q1_J,Q1_K,Q1_L,Q2_A,Q2_B,Q2_C,Q2_D,Q2_E,Q2_F,Q3,Q4,Q5_A,Q5_B,Q5_C,Q5_D,Q5_E,Q5_F,Q6,Q6_jo,Q7,Q8_A,Q8_B,Q8_C,Q8_D,Q8_E,Q8_F,Q9,Q9_jo,Q10_A,Q10_B,Q10_C,Q10_D,Q10_E,Q10_F,Q10_G,Q11_A,Q11_B,Q11_C,Q11_D,Q11_E,Q11_F,Q11_G,Q11_H,Q11_I,Q11_J,Q11_K,Q12_A,Q12_B,Q12_C,Q12_D,Q13_A,Q13_B,Q13_C,Q13_D,Q13_E,Q13_F,Q13_G,Q13_H,Q13_I,Q13_J,Q14,Q15,Q15a,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26
No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,1,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,40-49 years,Single,Government Level,Zyra e Kryeministrit,Officer,College degree,Between 400€ and 600€,Prishtine,Prishtine
Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,999,999,Women,Albanian,40-49 years,Single,Government Level,Zyra e Kryeministrit,Officer,College degree,Between 400€ and 600€,Prishtine,Prishtine
No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,2,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,40-49 years,Married,Government Level,Zyra e Kryeministrit,Officer,Master degree,Between 400€ and 600€,Prishtine,Prishtine
No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,3,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,20-29 years,Single,Government Level,Zyra e Kryeministrit,Officer,Master degree,Between 400€ and 600€,Prishtine,Prishtine
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,2,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,40-49 years,Single,Government Level,Zyra e Kryeministrit,Officer,Doctorate,Between 400€ and 600€,Prishtine,Prishtine
Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,20-29 years,Single,Government Level,Zyra e Kryeministrit,Officer,College degree,More than 1000€,Prishtine,Prishtine
No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,3,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,40-49 years,Married,Government Level,Zyra e Kryeministrit,Officer,College degree,No answer / Refuse,Prishtine,Prishtine
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,3,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,20-29 years,Single,Government Level,Zyra e Kryeministrit,Officer,College degree,No answer / Refuse,Prishtine,Prishtine
Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,5,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,40-49 years,Married,Government Level,Zyra e Auditorit te Pergjithshem,Officer,College degree,Between 400€ and 600€,Prishtine,Prishtine
No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,30-39 years,Married,Government Level,Zyra e Auditorit te Pergjithshem,Officer,Master degree,Between 600€ and 800€,Prishtine,Prishtine
Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,30-39 years,No answer / Refuse,Government Level,Zyra e Auditorit te Pergjithshem,Director of Directorate/ Department,College degree,Between 800€ and 1000€,Prishtine,Prishtine
Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,3,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,30-39 years,Married,Government Level,"Universiteti I Prishtines ""Hasan Prishtina""",Officer,College degree,Less than 400€,Prishtine,Prishtine
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,999,999,Women,Albanian,40-49 years,Married,Government Level,"Universiteti I Prishtines ""Hasan Prishtina""",Officer,College degree,Less than 400€,Prishtine,Prishtine
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,3,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,30-39 years,Married,Government Level,"Universiteti I Prishtines ""Hasan Prishtina""",Officer,College degree,Between 400€ and 600€,Prishtine,Prishtine
No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,2,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,999,999,Women,Albanian,30-39 years,Married,Government Level,"Universiteti I Prishtines ""Hasan Prishtina""",Officer,College degree,Between 400€ and 600€,Prishtine,Prishtine
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,999,999,Women,Albanian,30-39 years,Married,Government Level,"Universiteti I Prishtines ""Hasan Prishtina""",Officer,Master degree,Between 400€ and 600€,Prishtine,Prishtine
Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,4,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,40-49 years,Married,Government Level,Prokurori i Shtetit,Officer,College degree,Between 400€ and 600€,Prishtine,Prishtine
Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,1,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Women,Albanian,40-49 years,Married,Government Level,Prokurori i Shtetit,Division/Sector Leader,College degree,Between 800€ and 1000€,Prishtine,Prishtine
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,1,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,999,999,Women,Albanian,50-59 years,Married,Government Level,Prokurori i Shtetit,Division/Sector Leader,College degree,Between 800€ and 1000€,Prishtine,Prishtine
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,50-59 years,Married,Government Level,Prokurori i Shtetit,Director of Directorate/ Department,College degree,More than 1000€,Prishtine,Prishtine
No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,3,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,20-29 years,Married,Government Level,Ministria e Zhvillimit Ekonomik,Officer,College degree,Between 400€ and 600€,Prishtine,Prishtine
No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,1,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,30-39 years,Married,Government Level,Ministria e Zhvillimit Ekonomik,Officer,College degree,Between 400€ and 600€,Prishtine,Prishtine
No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,2,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,999,999,Women,Albanian,30-39 years,Married,Government Level,Ministria e Tregtise dhe Industrise,Officer,College degree,Less than 400€,Prishtine,Prishtine
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,4,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,40-49 years,Married,Government Level,Ministria e Tregtise dhe Industrise,Officer,College degree,Less than 400€,Prishtine,Prishtine
No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,999,999,Women,Albanian,50-59 years,Married,Government Level,Ministria e Tregtise dhe Industrise,Officer,College degree,Less than 400€,Prishtine,Prishtine
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,3,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,999,999,Women,Albanian,20-29 years,Single,Government Level,Ministria e Tregtise dhe Industrise,Officer,College degree,Less than 400€,Prishtine,Prishtine
No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,20-29 years,Married,Government Level,Ministria e Tregtise dhe Industrise,Officer,Master degree,Less than 400€,Prishtine,Prishtine
No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,2,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Women,Albanian,30-39 years,Married,Government Level,Ministria e Tregtise dhe Industrise,Officer,Master degree,Less than 400€,Prishtine,Prishtine
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,1,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,999,999,Women,Albanian,50-59 years,Married,Government Level,Ministria e Tregtise dhe Industrise,Division/Sector Leader,College degree,Between 400€ and 600€,Prishtine,Prishtine
No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,1,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,20-29 years,Single,Government Level,Ministria e Tregtise dhe Industrise,Director of Directorate/ Department,Master degree,Between 400€ and 600€,Prishtine,Prishtine
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,40-49 years,Married,Government Level,Ministria e Shendetesise,Officer,College degree,Between 400€ and 600€,Prishtine,Prishtine
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,999,999,Women,Albanian,40-49 years,Married,Government Level,Ministria e Shendetesise,Officer,College degree,Between 400€ and 600€,Prishtine,Prishtine
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,4,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Women,Albanian,50-59 years,Married,Government Level,Ministria e Shendetesise,Officer,Master degree,Between 400€ and 600€,Prishtine,Prishtine
Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,3,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,30-39 years,Married,Government Level,Ministria e Shendetesise,Officer,College degree,No answer / Refuse,Prishtine,Prishtine
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,999,999,Women,Albanian,20-29 years,Single,Government Level,Ministria e Puneve te Jashtme,Officer,College degree,No answer / Refuse,Prishtine,Prishtine
No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,3,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,30-39 years,Single,Government Level,Ministria e Puneve te Jashtme,Officer,Master degree,Between 400€ and 600€,Prishtine,Prishtine
No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,40-49 years,Married,Government Level,Ministria e Puneve te Brendshme,Officer,High school,Less than 400€,Prishtine,Prishtine
No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,1,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,50-59 years,Married,Government Level,Ministria e Puneve te Brendshme,Officer,High school,Less than 400€,Prishtine,Prishtine
No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,1,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,40-49 years,Married,Government Level,Ministria e Puneve te Brendshme,Officer,College degree,Less than 400€,Prishtine,Prishtine
No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,40-49 years,Married,Government Level,Ministria e Puneve te Brendshme,Officer,College degree,Less than 400€,Prishtine,Prishtine
No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,999,999,Women,Albanian,20-29 years,Single,Government Level,Ministria e Puneve te Brendshme,Officer,College degree,Less than 400€,Prishtine,Prishtine
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,1,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,20-29 years,No answer / Refuse,Government Level,Ministria e Puneve te Brendshme,Officer,College degree,Less than 400€,Prishtine,Prishtine
No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,30-39 years,Married,Government Level,Ministria e Puneve te Brendshme,Officer,College degree,No answer / Refuse,Prishtine,Prishtine
No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,40-49 years,Single,Government Level,Ministria e Puneve te Brendshme,Officer,College degree,No answer / Refuse,Prishtine,Prishtine
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Women,Albanian,40-49 years,Married,Government Level,Ministria e Punes dhe Mireqenjes Sociale,Officer,College degree,Less than 400€,Prishtine,Prishtine
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,4,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,40-49 years,Married,Government Level,Ministria e Punes dhe Mireqenjes Sociale,Officer,College degree,Less than 400€,Prishtine,Prishtine
No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,4,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,999,999,Women,Albanian,20-29 years,Single,Government Level,Ministria e Punes dhe Mireqenjes Sociale,Officer,College degree,Less than 400€,Prishtine,Prishtine
